Column,id,legalName,category,RoadNameAddress,AdministrativeNeighborhood,LegalStatusNeighborhood,telephone
2077,6262,산천장어,음식점업,전라북도 군산시 미성로 343 ,미성동,산북동,634665600
2078,6251,이디야커피,음식점업,전라북도 군산시 동아로 155,미성동,산북동,634651084
2079,6249,김밥나라,음식점업,전라북도 군산시 동아로 155 ,미성동,산북동,634668011
2080,6244,감탄(산북점),음식점업,전라북도 군산시 동아로 153 ,미성동,산북동,634673458
2081,6241,구어조은닭,음식점업,전라북도 군산시 동아로 153,미성동,산북동,634659925
2082,6238,카페안셀프스튜디오하루,음식점업,전라북도 군산시 동아로 148,미성동,산북동,
2083,6236,더벤티군산산북점,음식점업,전라북도 군산시 동아로 148,미성동,산북동,634713237
2084,6228,참스민,음식점업,전라북도 군산시 동아로 147,미성동,산북동,634662101
2085,6225,에이비씨커피,음식점업,전라북도 군산시 동아로 147 ,미성동,산북동,634678300
2086,6223,제일각,음식점업,전라북도 군산시 동아로 147 ,미성동,산북동,634661258
2087,6222,국밥마트,음식점업,전라북도 군산시 동아로 147,미성동,산북동,634649945
2088,6221,구이가,음식점업,전라북도 군산시 동아로 146-4 ,미성동,산북동,
2089,6220,렉시,음식점업,전라북도 군산시 동아로 146-3,미성동,산북동,
2090,6210,불맛천국,음식점업,전라북도 군산시 동아로 144,미성동,산북동,634689445
2091,6208,소주한잔,음식점업,전라북도 군산시 동아로 142 ,미성동,산북동,
2092,6206,투다리 산북점,음식점업,전라북도 군산시 동아로 140 ,미성동,산북동,634661940
2093,6204,늘푸른고기뷔폐,음식점업,전라북도 군산시 동아로 138,미성동,산북동,
2094,6196,대장금,음식점업,전라북도 군산시 동아로 130,미성동,산북동,
2095,6195,네네치킨 (소룡.산북점),음식점업,전라북도 군산시 동아로 130,미성동,산북동,634684434
2096,6174,행복한식당,음식점업,전라북도 군산시 공항로 294,미성동,산북동,634666997
2097,6170,주식회사 서해,음식점업,전라북도 군산시 공항로 250,미성동,산북동,637322333
2098,6160,청하순대,음식점업,전라북도 군산시 공항로 126 ,미성동,산북동,
2099,6158,혁이네엄마칼국수,음식점업,전라북도 군산시 공항로 122,미성동,산북동,
2100,6156,양평해장국 군산시소룡점,음식점업,전라북도 군산시 공항로 118 ,미성동,산북동,634681238
2101,6146,골든글로리,음식점업,전라북도 군산시 토성길 16-7,개정동,사정동,634516565
2102,6145,압강옥,음식점업,전라북도 군산시 삼수길46,개정동,사정동,634522777
2103,6143,커피 902,음식점업,전라북도 군산시 사정동길 35,개정동,사정동,634525902
2104,6142,닭촌,음식점업,전라북도 군산시 사정동길 17,개정동,사정동,
2105,6138,삼기닭집,음식점업,전라북도 군산시 사정동 345-1,개정동,사정동,634685586
2106,6134,치킨하우스,음식점업,전라북도 군산시 사정동 102,개정동,사정동,634529288
2107,6132,한라산푸줏간 군산,음식점업,전라북도 군산시 번영로 376,개정동,사정동,
2108,6131,와글와글소문난 낙지,음식점업,전라북도 군산시 번영로 372,개정동,사정동,634510369
2109,6130,황금코다리군산직영점,음식점업,전라북도 군산시 번영로 372,개정동,사정동,634531330
2110,6129,유한회사 풍천기업,음식점업,전라북도 군산시 번영로 370,개정동,사정동,
2111,6128,차이홍,음식점업,전라북도 군산시 번영로 344,개정동,사정동,
2112,6118,바른치킨(군산종합경기장점),음식점업,전라북도 군산시 번영로 239,개정동,사정동,
2113,6116,주몽반점,음식점업,전라북도 군산시 번영로 237,개정동,사정동,
2114,6103,유유,음식점업,전라북도 군산시 경기장로 36,개정동,사정동,634714001
2115,6101,하버브릿지(사정점),음식점업,전라북도 군산시 경기장로 16,개정동,사정동,634526687
2116,6095,어가 생선구이,음식점업,전라북도 군산시 비응안5길 27 ,소룡동,비응도동,
2117,6094,미라식당,음식점업,전라북도 군산시 비응안4길 7,소룡동,비응도동,
2118,6092,등대로,음식점업,전라북도 군산시 비응로 71 ,소룡동,비응도동,634469500
2119,6089,비응반점,음식점업,전라북도 군산시 비응로 64,소룡동,비응도동,
2120,6087,완도회집,음식점업,전라북도 군산시 비응로 43,소룡동,비응도동,634620621
2121,6086,커피아일랜드,음식점업,전라북도 군산시 비응로 37 ,소룡동,비응도동,634677524
2122,6081,1박2일,음식점업,전라북도 군산시 비응로 36,소룡동,비응도동,
2123,6080,등대가돌게장,음식점업,전라북도 군산시 비응로 35,소룡동,비응도동,
2124,6079,파랑돔횟집,음식점업,전라북도 군산시 비응로 24 ,소룡동,비응도동,634641100
2125,6078,어화,음식점업,전라북도 군산시 비응로 20,소룡동,비응도동,634642110
2126,6074,장가네,음식점업,전라북도 군산시 비응동로 67,소룡동,비응도동,634662995
2127,6073,새만금소문난해물칼국수,음식점업,전라북도 군산시 비응동로 63,소룡동,비응도동,634629909
2128,6072,예향수산,음식점업,전라북도 군산시 비응동로 59,소룡동,비응도동,634647100
2129,6071,일등,음식점업,전라북도 군산시 비응동로 55 ,소룡동,비응도동,634678939
2130,6070,커피하우스,음식점업,전라북도 군산시 비응동로 55 ,소룡동,비응도동,
2131,6064,뜨는회2호점,음식점업,전라북도 군산시 비응동로 40,소룡동,비응도동,634642009
2132,6061,105번새만금수산,음식점업,전라북도 군산시 비응동로 40 ,소룡동,비응도동,634650059
2133,6046,새만금횟집,음식점업,전라북도 군산시 비응도동 62-12,소룡동,비응도동,634641001
2134,6043,물고기자리,음식점업,전라북도 군산시 비응남로5,소룡동,비응도동,634631784
2135,6042,해바라기 한식뷔페,음식점업,전라북도 군산시 비응남로3,소룡동,비응도동,634682007
2136,6040,카페또(cafe ddo),음식점업,전라북도 군산시 비응남로 89,소룡동,비응도동,
2137,6036,부자식당,음식점업,전라북도 군산시 비응남로 71,소룡동,비응도동,634671120
2138,6035,부자식당,음식점업,전라북도 군산시 비응남로 71,소룡동,비응도동,
2139,6033,와라횟집,음식점업,전라북도 군산시 비응남로 55,소룡동,비응도동,
2140,6031,커피홀릭,음식점업,전라북도 군산시 비응남로 3,소룡동,비응도동,
2141,6030,가고픈 섬,음식점업,전라북도 군산시 비응남로 3,소룡동,비응도동,634658014
2142,6029,일억조횟집 2호점,음식점업,전라북도 군산시 비응남로 21,소룡동,비응도동,
2143,6014,석호수산식당,음식점업,전라북도 군산시 비응남로 111,소룡동,비응도동,
2144,6009,장춘해변횟집,음식점업,전라북도 군산시 비응남로 1,소룡동,비응도동,
2145,5999,춘천닭갈비,음식점업,전라북도 군산시 진포로 87),수송동,미장동,634539288
2146,5997,시그니처제이,음식점업,전라북도 군산시 진포로 73,수송동,미장동,
2147,5986,무연마라탕,음식점업,전라북도 군산시 수송로 336),수송동,미장동,
2148,5985,샐럽스프군산미장점,음식점업,전라북도 군산시 수송로 336,수송동,미장동,
2149,5980,코지하우스(군산점),음식점업,전라북도 군산시 수송로 324,수송동,미장동,
2150,5977,샤브쌈주머니 군산점,음식점업,전라북도 군산시 수송로 315 ,수송동,미장동,634637016
2151,5974,본죽&비빔밥카페,음식점업,전라북도 군산시 수송로 289,수송동,미장동,634536288
2152,5973,고피자 군산미장점,음식점업,전라북도 군산시 수송로 289,수송동,미장동,
2153,5971,자미당 수송점,음식점업,전라북도 군산시 수송로 286,수송동,미장동,637325550
2154,5969,포텐,음식점업,전라북도 군산시 수송로 286,수송동,미장동,
2155,5967,청년다방 미장점,음식점업,전라북도 군산시 수송로 286,수송동,미장동,634525244
2156,5963,파리바게뜨미장센트럴점,음식점업,전라북도 군산시 수송로 285,수송동,미장동,634438204
2157,5951,컴포즈커피 군산미장점,음식점업,전라북도 군산시 수송로 279,수송동,미장동,639101332
2158,5948,크리스피크림 군산수송로점,음식점업,전라북도 군산시 수송로 257,수송동,미장동,637340001
2159,5939,뚜레주르미장점,음식점업,전라북도 군산시 미장안길3,수송동,미장동,634520092
2160,5935,이디야 군산미장점,음식점업,전라북도 군산시 미장안길 7,수송동,미장동,
2161,5934,김밥킹,음식점업,전라북도 군산시 미장안길 7,수송동,미장동,634518836
2162,5916,할리스커피(군산미장점),음식점업,전라북도 군산시 미장안길 54,수송동,미장동,
2163,5915,돌돌이꼬마김밥,음식점업,전라북도 군산시 미장안길 54 ,수송동,미장동,634426800
2164,5907,카페 코너나인,음식점업,전라북도 군산시 미장안길 50-3,수송동,미장동,
2165,5903,79대포 군산미장파인빌점,음식점업,전라북도 군산시 미장안길 50-13,수송동,미장동,634457969
2166,5902,Bhc군산시미장점,음식점업,전라북도 군산시 미장안길 50-13,수송동,미장동,634459233
2167,5900,바보스 미장점,음식점업,전라북도 군산시 미장안길 50-1. 1동 1층 101호 ,수송동,미장동,
2168,5898,통큰식당,음식점업,전라북도 군산시 미장안길 50-1),수송동,미장동,634422607
2169,5897,역전할머니맥주미장점,음식점업,전라북도 군산시 미장안길 50-1,수송동,미장동,
2170,5888,방자고기,음식점업,전라북도 군산시 미장안길 50-1,수송동,미장동,634467578
2171,5883,스마일 꽈배기,음식점업,전라북도 군산시 미장안길 42,수송동,미장동,
2172,5875,베스킨라빈스 미장점,음식점업,전라북도 군산시 미장안길 3 ,수송동,미장동,
2173,5872,프레드(Fread),음식점업,전라북도 군산시 미장안길 21,수송동,미장동,
2174,5866,포아이니,음식점업,전라북도 군산시 미장안길 11,수송동,미장동,634515975
2175,5863,동네커피 군산미장점,음식점업,전라북도 군산시 미장안9길 7,수송동,미장동,
2176,5862,자딘콴,음식점업,전라북도 군산시 미장안9길 7,수송동,미장동,
2177,5861,란향,음식점업,전라북도 군산시 미장안9길 7,수송동,미장동,
2178,5858,솜초밥,음식점업,전라북도 군산시 미장안9길 14,수송동,미장동,
2179,5854,현대옥(미장점),음식점업,전라북도 군산시 미장안7길 34,수송동,미장동,634529885
2180,5853,The룸Beer,음식점업,전라북도 군산시 미장안7길 18,수송동,미장동,
2181,5852,한우진대감,음식점업,전라북도 군산시 미장안7길 18,수송동,미장동,634535656
2182,5851,꽃닭,음식점업,전라북도 군산시 미장안7길 18,수송동,미장동,
2183,5845,튀김떡볶이순대&딜리버리,음식점업,전라북도 군산시 미장안6길 2,수송동,미장동,634513636
2184,5842,호응,음식점업,전라북도 군산시 미장안5길 5,수송동,미장동,
2185,5840,리리프,음식점업,전라북도 군산시 미장안5길 11,수송동,미장동,
2186,5837,빈빈,음식점업,전라북도 군산시 미장안3길 65,수송동,미장동,
2187,5834,에이비씨커피(미장점),음식점업,전라북도 군산시 미장안2길 12,수송동,미장동,
2188,5825,곱분이 곱창,음식점업,전라북도 군산시 미장남로 79,수송동,미장동,
2189,5824,감나무집 미장점,음식점업,전라북도 군산시 미장남로 74,수송동,미장동,
2190,5821,더갈비 미장점,음식점업,전라북도 군산시 미장남로 61,수송동,미장동,634516271
2191,5820,정수산,음식점업,전라북도 군산시 미장남로 61,수송동,미장동,
2192,5819,청담동말자싸롱 미장점,음식점업,전라북도 군산시 미장남로 38,수송동,미장동,
2193,5817,처갓집양념치킨미장점,음식점업,전라북도 군산시 미장남로 36,수송동,미장동,634689282
2194,5811,모트(Motte),음식점업,전라북도 군산시 미장남로 111-5,수송동,미장동,
2195,5809,카페엠티티 MTT,음식점업,전라북도 군산시 미장남로 111-3,수송동,미장동,
2196,5805,더벤티(군산미장점),음식점업,전라북도 군산시 미장남로 100),수송동,미장동,634520010
2197,5803,하나네집,음식점업,전라북도 군산시 미장남로 100,수송동,미장동,
2198,5793,비비큐(BBQ)군산미장점,음식점업,전라북도 군산시 미장남로 10,수송동,미장동,
2199,5791,파이맘,음식점업,전라북도 군산시 미장남로 10,수송동,미장동,634527603
2200,5789,BBQ 군산시미장점,음식점업,전라북도 군산시 미장남로 10,수송동,미장동,634522488
2201,5786,백스비어군산미장점,음식점업,전라북도 군산시 미장9길 7,수송동,미장동,
2202,5785,이중돈곱창,음식점업,전라북도 군산시 미장9길 5,수송동,미장동,
2203,5783,엄마가 생맥주,음식점업,전라북도 군산시 미장9길 15,수송동,미장동,
2204,5782,역전할머니맥주미장2호점,음식점업,전라북도 군산시 미장9길 1,수송동,미장동,
2205,5781,커피에반하다군산시미장점,음식점업,전라북도 군산시 미장9길 1,수송동,미장동,
2206,5780,치킨플러스 군산미장점,음식점업,전라북도 군산시 미장9길 1,수송동,미장동,634510515
2207,5778,장어골숯불구이,음식점업,전라북도 군산시 미장7길11,수송동,미장동,634520709
2208,5777,금손팥칼국수,음식점업,전라북도 군산시 미장7길 43,수송동,미장동,634538899
2209,5776,감성커피 군산미장점,음식점업,전라북도 군산시 미장7길 43,수송동,미장동,634629977
2210,5775,불로만 치킨바베큐 미장점,음식점업,전라북도 군산시 미장7길 15,수송동,미장동,
2211,5774,나훔(Nahum),음식점업,전라북도 군산시 미장6길 7,수송동,미장동,
2212,5773,카페미장,음식점업,전라북도 군산시 미장6길 43,수송동,미장동,
2213,5767,군산떡갈비,음식점업,전라북도 군산시 미장6길 16번지,수송동,미장동,634678877
2214,5766,군산떡갈비,음식점업,전라북도 군산시 미장6길 16,수송동,미장동,634678877
2215,5764,군산숯불갈비,음식점업,전라북도 군산시 미장3길 1 ,수송동,미장동,634529209
2216,5762,양푼왕갈비 감자탕나라,음식점업,전라북도 군산시 미장2길 21,수송동,미장동,
2217,5760,종로맥가(군산미장점),음식점업,전라북도 군산시 미장1길 40,수송동,미장동,
2218,5759,군산불곱창,음식점업,전라북도 군산시 미장1길 40,수송동,미장동,
2219,5758,족발야시장(미장점),음식점업,전라북도 군산시 미장1길 38),수송동,미장동,634534969
2220,5757,구운통닭 미장점,음식점업,전라북도 군산시 미장1길 38,수송동,미장동,634519778
2221,5756,흑돈회관,음식점업,전라북도 군산시 미장1길 36,수송동,미장동,634524048
2222,5754,자담치킨앤드호프카페,음식점업,전라북도 군산시 미장1길 30,수송동,미장동,
2223,5752,파스타소아베(PASTA SOAVE),음식점업,전라북도 군산시 미장1길 14,수송동,미장동,
2224,5751,모이,음식점업,전라북도 군산시 미장1길 14,수송동,미장동,634522862
2225,5749,육빵집,음식점업,전라북도 군산시 미장14길 35,수송동,미장동,
2226,5748,마더스쿡,음식점업,전라북도 군산시 미장14길 35,수송동,미장동,
2227,5745,별난만두까페,음식점업,전라북도 군산시 미장13길 33,수송동,미장동,
2228,5739,투다리미장점,음식점업,전라북도 군산시 미장12길 27,수송동,미장동,634532221
2229,5738,소곰집,음식점업,전라북도 군산시 미장12길 27,수송동,미장동,634527775
2230,5735,신통치킨 미장점,음식점업,전라북도 군산시 미장11길 16,수송동,미장동,634527123
2231,5734,신통치킨 미장점,음식점업,전라북도 군산시 미장11길 16,수송동,미장동,
2232,5730,가장맛있는족발(미장점),음식점업,전라북도 군산시 미장10길 2,수송동,미장동,634510508
2233,5729,또또꼬마김밥군산미장점,음식점업,전라북도 군산시 미장10길 2,수송동,미장동,634532737
2234,5726,마포화곱창 군산미장점,음식점업,전라북도 군산시 미장10길 18,수송동,미장동,
2235,5724,장땡활어도매센터,음식점업,전라북도 군산시 미장10길 14,수송동,미장동,634538880
2236,5723,국수관,음식점업,전라북도 군산시 미장10길 12,수송동,미장동,634529797
2237,5722,돈엔비,음식점업,전라북도 군산시 미장10길 12,수송동,미장동,634548141
2238,5721,맛있는술집미술관,음식점업,전라북도 군산시 미장10길 12,수송동,미장동,
2239,5720,파리바게뜨군산미장점,음식점업,전라북도 군산시 문화로194,수송동,미장동,634428204
2240,5708,핵밥 미장점,음식점업,전라북도 군산시 문화로 205,수송동,미장동,634425677
2241,5707,가마치통닭,음식점업,전라북도 군산시 문화로 194,수송동,미장동,
2242,5706,일품회집,음식점업,전라북도 군산시 문화로 194,수송동,미장동,634425292
2243,5704,차이문,음식점업,전라북도 군산시 문화로 191,수송동,미장동,634430808
2244,5697,두거리우신탕군산점,음식점업,전라북도 군산시 공단대로 85,수송동,미장동,634521588
2245,5696,이비가 짬뽕,음식점업,전라북도 군산시 공단대로 85,수송동,미장동,634517789
2246,5694,장수통닭미장점,음식점업,전라북도 군산시 공단대로 77,수송동,미장동,634518292
2247,5691,남다른감자탕 군산미장점,음식점업,전라북도 군산시 공단대로 163,수송동,미장동,634452110
2248,5686,1989마라탕군산점,음식점업,전라북도 군산시 공단대로 147,수송동,미장동,
2249,5684,해물의 명수,음식점업,전라북도 군산시 공단대로 129,수송동,미장동,634431642
2250,5683,엄마김밥,음식점업,전라북도 군산시 공단대로 125,수송동,미장동,
2251,5682,금강매운탕,음식점업,전라북도 군산시 공단대로 121-27,수송동,미장동,
2252,5681,교동짬뽕,음식점업,전라북도 군산시 공단대로 117,수송동,미장동,
2253,5680,군산함박,음식점업,전라북도 군산시 공단대로 117,수송동,미장동,
2254,5679,박경규웰빙항아리보쌈,음식점업,전라북도 군산시 공단대로 117,수송동,미장동,634531988
2255,5665,멕시카나치킨,음식점업,전라북도 군산시 경포천로 34,수송동,미장동,634525592
2256,5658,59쌀피자 미장점,음식점업,전라북도 군산시 경포천로 34,수송동,미장동,634525989
2257,5652,어라이브(Arrive),음식점업,전라북도 군산시 경포천로 110,수송동,미장동,
2258,5649,복성루,음식점업,전라북도 군산시 풍문안1길 28,흥남동,미원동,
2259,5646,예쁘오 (F5),음식점업,전라북도 군산시 풍문3길 37,흥남동,미원동,
2260,5645,미원닭집,음식점업,전라북도 군산시 풍문3길 36,흥남동,미원동,
2261,5644,까페미원동,음식점업,전라북도 군산시 풍문2길5-2,흥남동,미원동,
2262,5643,로객정,음식점업,전라북도 군산시 풍문2길 7,흥남동,미원동,
2263,5642,먹거리식당,음식점업,전라북도 군산시 풍문2길 5,흥남동,미원동,
2264,5639,카페건,음식점업,전라북도 군산시 월명로384,흥남동,미원동,
2265,5638,제이앤푸드,음식점업,전라북도 군산시 월명로374,흥남동,미원동,634433777
2266,5630,포레스트(for rest),음식점업,전라북도 군산시 월명로 409-1,흥남동,미원동,
2267,5625,금강호 민물장어,음식점업,전라북도 군산시 월명로 405-1,흥남동,미원동,
2268,5622,밀기울바지락칼국수전문점,음식점업,전라북도 군산시 월명로 404,흥남동,미원동,634463339
2269,5621,플랫앤웨이브,음식점업,전라북도 군산시 월명로 402,흥남동,미원동,
2270,5615,이사부중화요리전문점,음식점업,전라북도 군산시 월명로 389,흥남동,미원동,634678940
2271,5608,금강순대,음식점업,전라북도 군산시 월명로 374,흥남동,미원동,
2272,5604,두리식당,음식점업,전라북도 군산시 미원안길 8,흥남동,미원동,634453417
2273,5599,향다방,음식점업,전라북도 군산시 미원로 95,흥남동,미원동,
2274,5597,새벽분식,음식점업,전라북도 군산시 미원로 93,흥남동,미원동,634643345
2275,5595,군산생선구이,음식점업,전라북도 군산시 미원로 87-1,흥남동,미원동,634670552
2276,5594,지린성,음식점업,전라북도 군산시 미원로 87,흥남동,미원동,
2277,5593,지린성,음식점업,전라북도 군산시 미원로 87,흥남동,미원동,634672906
2278,5592,옛날왕만두,음식점업,전라북도 군산시 미원로 124,흥남동,미원동,
2279,5583,다정다감,음식점업,전라북도 군산시 미원로 118-1,흥남동,미원동,
2280,5576,양지식당,음식점업,전라북도 군산시 미원로 110,흥남동,미원동,634430932
2281,5574,백년식당,음식점업,전라북도 군산시 미원로 109,흥남동,미원동,634457693
2282,5573,맛나식당,음식점업,전라북도 군산시 미원로 109,흥남동,미원동,634426160
2283,5566,다줄께?,음식점업,전라북도 군산시 미원동 85,흥남동,미원동,634633811
2284,5559,부대통령,음식점업,전라북도 군산시 황룡안길 6,나운 3동,미룡동,634616667
2285,5558,고봉민김밥인 미룡점,음식점업,전라북도 군산시 황룡안길 50,나운 3동,미룡동,634716776
2286,5557,불닭발땡초동대문엽기떡볶이 군산미룡점,음식점업,전라북도 군산시 황룡안길 50,나운 3동,미룡동,634668592
2287,5555,파스토,음식점업,전라북도 군산시 황룡안길 50,나운 3동,미룡동,634646202
2288,5551,민들레국수,음식점업,전라북도 군산시 황룡안길 39),나운 3동,미룡동,634712343
2289,5550,로뎀푸드,음식점업,전라북도 군산시 황룡안길 3-1,나운 3동,미룡동,634626222
2290,5548,하루오뎅,음식점업,전라북도 군산시 황룡안길 21-3,나운 3동,미룡동,
2291,5545,나무,음식점업,전라북도 군산시 황룡안길 16,나운 3동,미룡동,634669559
2292,5543,밥카페,음식점업,전라북도 군산시 황룡로16,나운 3동,미룡동,
2293,5541,밀크밥버거 군산시대리점,음식점업,전라북도 군산시 황룡로10,나운 3동,미룡동,634613350
2294,5539,본죽&비빔밥(군산대점),음식점업,전라북도 군산시 황룡로 9,나운 3동,미룡동,634716288
2295,5538,빽다방 군산대점,음식점업,전라북도 군산시 황룡로 9,나운 3동,미룡동,
2296,5535,산들양푼갈비,음식점업,전라북도 군산시 황룡로 88,나운 3동,미룡동,
2297,5534,한잔하까,음식점업,전라북도 군산시 황룡로 73,나운 3동,미룡동,
2298,5530,카페하임,음식점업,전라북도 군산시 황룡로 71-12,나운 3동,미룡동,634671208
2299,5527,카페안시군산점,음식점업,전라북도 군산시 황룡로 65,나운 3동,미룡동,
2300,5522,종로맥가3호점,음식점업,전라북도 군산시 황룡로 63,나운 3동,미룡동,
2301,5517,싱싱세꼬시,음식점업,전라북도 군산시 황룡로 57,나운 3동,미룡동,
2302,5516,옛날토속왕순대,음식점업,전라북도 군산시 황룡로 57,나운 3동,미룡동,634716609
2303,5512,즐겨찾기,음식점업,전라북도 군산시 황룡로 53,나운 3동,미룡동,634711214
2304,5511,미룡동커피,음식점업,전라북도 군산시 황룡로 53,나운 3동,미룡동,
2305,5509,커피마마,음식점업,전라북도 군산시 황룡로 37,나운 3동,미룡동,
2306,5508,59쌀피자미룡점,음식점업,전라북도 군산시 황룡로 37 ,나운 3동,미룡동,634715958
2307,5507,한국기독교장로회 좋은교회커피랑도서관,음식점업,전라북도 군산시 황룡로 35,나운 3동,미룡동,
2308,5493,이디야 군산대점,음식점업,전라북도 군산시 황룡로 12,나운 3동,미룡동,634654566
2309,5492,노랑통닭,음식점업,전라북도 군산시 황룡로 12,나운 3동,미룡동,637322991
2310,5486,써브웨이 군산대점,음식점업,전라북도 군산시 황룡로 10,나운 3동,미룡동,
2311,5485,군산60계치킨나운미룡점,음식점업,전라북도 군산시 황룡로 10,나운 3동,미룡동,634676092
2312,5481,감탄,음식점업,전라북도 군산시 황룡로 10 ,나운 3동,미룡동,634668817
2313,5480,갈무리,음식점업,전라북도 군산시 황룡로 10,나운 3동,미룡동,634660803
2314,5479,라라코스트군산대점,음식점업,전라북도 군산시 황룡로 10,나운 3동,미룡동,634423230
2315,5476,수원왕갈비통닭&통큰두마리찜닭,음식점업,전라북도 군산시 황룡2길 71-10,나운 3동,미룡동,634688876
2316,5473,사천성,음식점업,전라북도 군산시 황룡2길 4-1 ,나운 3동,미룡동,634613351
2317,5471,큰집닭강정,음식점업,전라북도 군산시 황룡2길 4-1,나운 3동,미룡동,634711019
2318,5464,궁중왕족발,음식점업,전라북도 군산시 황룡2길 22,나운 3동,미룡동,
2319,5463,한갈비,음식점업,전라북도 군산시 황룡2길 20,나운 3동,미룡동,634632300
2320,5453,국수마을,음식점업,전라북도 군산시 황룡2길 10,나운 3동,미룡동,
2321,5451,커피에빠진호떡,음식점업,전라북도 군산시 황룡1길 29,나운 3동,미룡동,634651177
2322,5447,우낀짬뽕,음식점업,전라북도 군산시 황룡1길 17,나운 3동,미룡동,
2323,5446,미룡가마솥설렁탕,음식점업,전라북도 군산시 할미로 82-41,나운 3동,미룡동,
2324,5443,행복한밥상,음식점업,전라북도 군산시 칠성안4길 2,나운 3동,미룡동,634656542
2325,5442,팥죽명가,음식점업,전라북도 군산시 칠성안4길 16,나운 3동,미룡동,634658855
2326,5441,전장의신 부대찌개,음식점업,전라북도 군산시 칠성안4길 16,나운 3동,미룡동,634717252
2327,5440,출출할때,음식점업,전라북도 군산시 칠성안4길 16,나운 3동,미룡동,634627171
2328,5439,아무르베이커리,음식점업,전라북도 군산시 칠성안4길 16,나운 3동,미룡동,634688586
2329,5434,카페루앤비,음식점업,전라북도 군산시 칠성로 39,나운 3동,미룡동,
2330,5433,교동짬뽕&감자탕,음식점업,전라북도 군산시 칠성로 39,나운 3동,미룡동,634517707
2331,5431,은파24시세꼬시,음식점업,전라북도 군산시 칠성6길 7,나운 3동,미룡동,634656837
2332,5430,우리반점,음식점업,전라북도 군산시 칠성6길 40,나운 3동,미룡동,634664580
2333,5428,멜로우브런치카페,음식점업,전라북도 군산시 칠성5길 32,나운 3동,미룡동,634647522
2334,5425,"군산통닭(미룡,산북,소룡점)",음식점업,전라북도 군산시 칠성5길 32,나운 3동,미룡동,
2335,5422,들녘,음식점업,전라북도 군산시 칠성5길 31,나운 3동,미룡동,
2336,5421,나래밥상,음식점업,전라북도 군산시 칠성5길 31,나운 3동,미룡동,
2337,5415,신통치킨 미룡점,음식점업,전라북도 군산시 칠성4길 30,나운 3동,미룡동,634654279
2338,5414,최애찬,음식점업,전라북도 군산시 칠성4길 30,나운 3동,미룡동,634653662
2339,5412,이도튀김분식,음식점업,전라북도 군산시 칠성4길 28,나운 3동,미룡동,634716573
2340,5411,멕시카나미룡점,음식점업,전라북도 군산시 칠성4길 28,나운 3동,미룡동,634679085
2341,5408,대명해장국,음식점업,전라북도 군산시 칠성4길 28,나운 3동,미룡동,
2342,5407,시골순대,음식점업,전라북도 군산시 칠성4길 28,나운 3동,미룡동,
2343,5406,시골순대,음식점업,전라북도 군산시 칠성4길 28,나운 3동,미룡동,634657177
2344,5396,가맥먹태촌,음식점업,전라북도 군산시 칠성3길 26,나운 3동,미룡동,
2345,5395,경화루,음식점업,전라북도 군산시 칠성3길 26,나운 3동,미룡동,
2346,5394,밥이랑꼬기랑,음식점업,전라북도 군산시 칠성3길 25,나운 3동,미룡동,
2347,5393,갈비순삭,음식점업,전라북도 군산시 칠성3길 13,나운 3동,미룡동,
2348,5391,치킨보급소(산북미룡점),음식점업,전라북도 군산시 칠성3길 13,나운 3동,미룡동,634670717
2349,5388,벨로마노,음식점업,전라북도 군산시 은파순환길 92,나운 3동,미룡동,634715158
2350,5387,싱가폴식당,음식점업,전라북도 군산시 은파순환길 88,나운 3동,미룡동,
2351,5385,수제전통찻집천보,음식점업,전라북도 군산시 은파순환길 80,나운 3동,미룡동,
2352,5384,군산주막,음식점업,전라북도 군산시 은파순환길 80,나운 3동,미룡동,
2353,5382,레드햇49-5,음식점업,전라북도 군산시 은파순환길 78,나운 3동,미룡동,634668203
2354,5381,뮤직포유,음식점업,전라북도 군산시 은파순환길 78,나운 3동,미룡동,
2355,5380,물빛마을,음식점업,전라북도 군산시 은파순환길 76,나운 3동,미룡동,634715563
2356,5379,광장해물파전,음식점업,전라북도 군산시 은파순환길 76,나운 3동,미룡동,
2357,5378,해담,음식점업,전라북도 군산시 은파순환길 174-6,나운 3동,미룡동,634658789
2358,5377,크레마,음식점업,전라북도 군산시 은파순환길 174-5,나운 3동,미룡동,634457755
2359,5376,페이지원,음식점업,전라북도 군산시 은파순환길 174-4,나운 3동,미룡동,634715234
2360,5375,은파아리울레스토랑,음식점업,전라북도 군산시 은파순환길 174-4,나운 3동,미룡동,
2361,5372,하얀코끼리,음식점업,전라북도 군산시 은파순환길 174-13,나운 3동,미룡동,634623300
2362,5370,몬주익,음식점업,전라북도 군산시 은파순환길 174-1,나운 3동,미룡동,
2363,5368,정석통바베큐족구이(미룡점),음식점업,전라북도 군산시 은파순환길 156-9,나운 3동,미룡동,634639005
2364,5365,㈜유일방재산업(커피니군산대원당점),음식점업,전라북도 군산시 원당길 73-5,나운 3동,미룡동,
2365,5361,복's한가족,음식점업,전라북도 군산시 용둔길 8,나운 3동,미룡동,634512400
2366,5354,우리한우마을,음식점업,전라북도 군산시 용둔길 14,나운 3동,미룡동,634667292
2367,5348,삼순이비어,음식점업,전라북도 군산시 부곡로 130,나운 3동,미룡동,
2368,5347,소반,음식점업,전라북도 군산시 부곡로 130,나운 3동,미룡동,634682888
